Title,Production,Episodes,Source,Genre,Airdate,Rating,Voters,Theme
Dual! Parallel Lun-Lun Monogatari,AIC,13,Original,"Action,Comedy,Sci-Fi","Apr 8, 1999",7.09,"16,012","Harem,Mecha"
Pokemon Black and White 2: Introduction Movie,OLM,1,Game,"Action,Fantasy",,7.42,"15,972",Kids
Kaze no Na wa Amnesia,Madhouse,1,Light novel,"Action,Avant Garde,Drama,Sci-Fi",,6.36,"15,911","Central Park Media,Discotek Media"
Quanzhi Gaoshou 3,Colored Pencil Animation,?,Novel,Action,,N/A,"15,895",Game
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Sunrise,1,-,"Action,Comedy",,7.12,"15,859",Military
Crystal Blaze,Studio Fantasia,12,Original,"Action,Sci-Fi","Apr 9, 2008, 01:15 (JST)",6.15,"15,794",Maiden Japan
Highlander: The Search for Vengeance,Madhouse,1,-,"Action,Horror,Sci-Fi",,6.73,"15,727",Anchor Bay Films
Chou Yuu Sekai: Being the Reality,Asahi Production,20,Web manga,"Action,Adventure,Fantasy,Romance",,6.16,"15,695",Game
Vampire Hunter,Madhouse,4,Game,"Action,Adventure,Drama,Fantasy,Supernatural",,6.61,"15,684",Vampire
Angel Heart,TMS Entertainment,50,Manga,"Action,Drama,Mystery,Romance","Oct 4, 2005",7.29,"15,646",Seinen
Mushi-Uta,Beat Frog,12,Light novel,"Action,Fantasy,Sci-Fi","Jul 6, 2007",6.62,"15,628",-
Zettai Shougeki: Platonic Heart,Arms,5,Manga,"Action,Ecchi",,4.63,"15,545",Martial Arts
Dororo to Hyakkimaru,Mushi Production,26,Manga,"Action,Adventure,Supernatural","Apr 6, 1969, 19:30 (JST)",7.22,"15,536",Shounen
Sol Levante,Production I.G,1,Original,"Action,Fantasy",,5.00,"15,533",-
Rockman.EXE Axess,Xebec,51,Game,"Action,Adventure,Comedy,Sci-Fi","Oct 4, 2003",7.13,"15,461","Game,Mecha"
Circlet Princess,SILVER LINK.,12,Game,"Action,Sci-Fi,Sports","Jan 8, 2019, 23:00 (JST)",5.98,"15,434",School
Arad Senki: Slap Up Party,Gonzo,26,Game,"Action,Adventure,Comedy,Fantasy","Apr 4, 2009",6.73,"15,340",-
Zenonzard The Animation,8bit,9,Game,"Action,Fantasy",,5.98,"15,311",Game
Shikkakumon no Saikyou Kenja,J.C.Staff,?,Light novel,"Action,Adventure,Fantasy","Jan ??, 2022",N/A,"15,223",-
Spy x Family,CloverWorks,?,Manga,"Action,Comedy","??? ??, 2022",N/A,"15,198",Shounen
Fate/Apocrypha Recaps,A-1 Pictures,2,Light novel,"Action,Drama,Fantasy,Supernatural",,6.40,"15,173",Historical
Akira (Shin Anime),Sunrise,?,Manga,"Action,Sci-Fi,Supernatural",,N/A,"15,162",Military
Queen's Blade OVA,Arms,2,Other,"Action,Adventure,Fantasy,Ecchi",,6.33,"15,138",-
Baraou no Souretsu,J.C.Staff,?,Manga,"Action,Drama,Supernatural","Jan 9, 2022, 22:30 (JST)",N/A,"15,052",Historical
Futari wa Precure: Max Heart,Toei Animation,47,Original,"Action,Comedy,Fantasy","Feb 6, 2005",6.94,"15,044",Shoujo
Area 88,Studio Pierrot,3,Manga,"Action,Adventure,Drama,Romance",,7.52,"15,003",Military
Eiyuu Densetsu: Sora no Kiseki The Animation,Kinema Citrus,2,Game,"Action,Adventure,Fantasy",,6.51,"15,002",Sentai Filmworks
Angel Cop,D.A.S.T.,6,Original,"Action,Sci-Fi",,5.93,"14,991",Police
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Studio Deen,1,-,"Action,Adventure,Comedy,Supernatural",,7.37,"14,899",Martial Arts
Ken En Ken: Aoki Kagayaki,Studio Deen,13,Game,"Action,Adventure,Fantasy","Oct 2, 2018, 02:05 (JST)",6.04,"14,884","Demons,Martial Arts"
Golgo 13,Filmlink International,1,Manga,"Action,Adventure,Drama",,6.79,"14,859",Military
Overlord: Ple Ple Pleiades - Clementine Toubou-hen,Studio PuYUKAI,3,-,"Action,Comedy,Fantasy",,6.64,"14,817",-
Arc the Lad,Bee Train,26,Game,"Action,Adventure,Fantasy,Horror,Sci-Fi","Apr 5, 1999, 19:00 (JST)",6.52,"14,802",ADV Films
Bakuretsu Tenshi: Infinity,Gonzo,1,Original,"Action,Comedy,Sci-Fi",,6.78,"14,793",Mecha
Baoh Raihousha,Studio Pierrot,1,Manga,"Action,Sci-Fi",,6.12,"14,771","Martial Arts,Super Power"
Hangyakusei Million Arthur 2nd Season,J.C.Staff,13,Game,"Action,Adventure,Fantasy","Apr 4, 2019, 22:00 (JST)",6.32,"14,763",Funimation
Mobile Suit Gundam: The Origin - Advent of the Red Comet,Sunrise,13,Manga,"Action,Sci-Fi","Apr 29, 2019",8.10,"14,733","Mecha,Military,Space"
Mazinger Z,Toei Animation,92,Manga,"Action,Drama,Sci-Fi","Dec 3, 1972, 19:00 (JST)",7.27,"14,675",Mecha
Parasite Dolls,AIC,3,Original,"Action,Sci-Fi",,6.55,"14,657","Mecha,Police"
Chain Chronicle: Haecceitas no Hikari Part 2,Graphinica,1,Game,"Action,Adventure,Fantasy",,7.04,"14,650",Shounen
Shin Tennis no Ouji-sama OVA vs. Genius 10,M.S.C,10,Manga,"Action,Comedy,Sports",,7.62,"14,647",Shounen
Monster Farm: Legend e no Michi,TMS Entertainment,25,Game,"Action,Adventure,Comedy,Fantasy","Apr 1, 2000, 07:30 (JST)",6.74,"14,628","ADV Films,Discotek Media"
Mecha-ude,TriF Studio,1,Original,"Action,Sci-Fi",,6.87,"14,616",Mecha
Macross Plus Movie Edition,Triangle Staff,1,Original,"Action,Adventure,Romance,Sci-Fi",,7.72,"14,599","Mecha,Military,Space"
Dance in the Vampire Bund: Special Edition,Shaft,1,Manga,"Action,Supernatural",,6.55,"14,574",Vampire
Urusei Yatsura 2: Beautiful Dreamer,Studio Pierrot,1,Manga,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",,7.83,"14,540","Central Park Media,Discotek Media"
Shingeki no Bahamut: Genesis - Roundup,MAPPA,1,Game,"Action,Adventure,Fantasy,Supernatural",,6.34,"14,514",Demons
Zoids Genesis,Shogakukan Music & Digital Entertainment,50,-,"Action,Adventure,Comedy","Apr 10, 2005",7.21,"14,505","Mecha,Military"
Utawarerumono Specials,OLM,6,-,"Action,Comedy,Drama,Fantasy",,7.60,"14,434",-
Zettai Junpaku♡Mahou Shoujo,Barnum Studio,1,Manga,"Action,Ecchi",,5.26,"14,434",Harem
Pokemon Movie 23: Koko,OLM,1,Game,"Action,Adventure,Comedy,Fantasy",,7.36,"14,415",Game
Kinnikuman II Sei,Toei Animation,51,Manga,"Action,Comedy,Sci-Fi,Sports","Jan 9, 2002, 18:00 (JST)",6.90,"14,411",Martial Arts
Street Fighter Zero The Animation,Plum,1,Game,"Action,Drama",,6.53,"14,411","Martial Arts,Super Power"
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Slice of Life",,6.51,"14,344","Martial Arts,Super Power"
Trava: Fist Planet,Madhouse,4,Original,"Action,Comedy,Sci-Fi",,6.54,"14,335","Mecha,Space"
Ozma,Gonzo,6,Original,"Action,Adventure,Sci-Fi","Mar 17, 2012",6.11,"14,327",-
Senjou no Valkyria 3: Tagatame no Juusou,A-1 Pictures,2,Game,"Action,Fantasy",,7.30,"14,304",Military
Tenchi Muyou! Manatsu no Eve,AIC,1,-,"Action,Comedy,Sci-Fi",,7.13,"14,301",Space
Sword Art Online Fatal Bullet: The Third Episode,-,1,Game,"Action,Fantasy,Sci-Fi",,6.24,"14,257","Game,Military,Psychological"
Mobile Suit Gundam NT,Sunrise,1,Novel,"Action,Drama,Sci-Fi",,6.60,"14,242","Mecha,Military,Space"
Uchuu no Kishi Tekkaman Blade,Tatsunoko Production,49,Original,"Action,Adventure,Drama,Romance,Sci-Fi","Feb 18, 1992",7.45,"14,211","Mecha,Military,Space"
Kidou Senkan Nadesico: The Prince of Darkness,Xebec,1,Original,"Action,Comedy,Drama,Sci-Fi",,6.75,"14,200","Mecha,Psychological,Space"
Cutey Honey,Toei Animation,25,Manga,"Action,Sci-Fi","Oct 13, 1973, 20:30 (JST)",6.43,"14,193",School
RahXephon: Tagen Hensoukyoku,Bones,1,Original,"Action,Drama,Romance,Sci-Fi",,7.02,"14,180","Mecha,Psychological"
Go! Princess Precure,Toei Animation,50,Original,"Action,Comedy,Fantasy,Slice of Life","Feb 1, 2015, 08:30 (JST)",7.71,"14,179",School
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",Gainax,1,Manga,"Action,Adventure,Drama,Horror,Supernatural",,6.98,"14,158",Funimation
Mobile Suit Gundam SEED: After-Phase Between the Stars,Sunrise,1,Original,"Action,Drama,Sci-Fi",,7.04,"14,085",Mecha
Byston Well Monogatari: Garzey no Tsubasa,J.C.Staff,3,Original,"Action,Fantasy",,4.15,"14,072",Central Park Media
Tekken,Studio Deen,2,Game,"Action,Adventure,Sci-Fi",,5.26,"14,041",Martial Arts
Yes! Precure 5,Toei Animation,49,Original,"Action,Fantasy","Feb 4, 2007",7.15,"14,025",School
Soukihei MD Geist,Zero-G Room,1,Original,"Action,Sci-Fi",,5.31,"14,001","Mecha,Military"
Final Fantasy,Madhouse,4,Game,"Action,Adventure,Comedy,Fantasy",,6.10,"13,956",Urban Vision
Rayearth,TMS Entertainment,3,Manga,"Action,Adventure,Fantasy",,6.89,"13,937",Manga Entertainment
Dragon Ball Super: Broly - Skytree Super,Toei Animation,1,Manga,"Action,Comedy",,7.22,"13,884",Shounen
Orient,A.C.G.T.,?,Manga,"Action,Fantasy","Jan ??, 2022",N/A,"13,859",Shounen
Yu☆Gi☆Oh!: Sevens,Bridge,?,Card game,"Action,Fantasy","Apr 4, 2020, 07:30 (JST)",5.29,"13,853",Game
Queen's Blade: Rurou no Senshi Specials,Arms,6,Other,"Action,Adventure,Fantasy,Ecchi",,5.98,"13,841",Media Blasters
Soukyuu no Fafner: Right of Left - Single Program,Production I.G,1,Original,"Action,Drama,Sci-Fi",,7.39,"13,836","Mecha,Military"
Fresh Precure!,Toei Animation,50,Original,"Action,Comedy,Fantasy,Slice of Life","Feb 1, 2009, 08:30 (JST)",7.32,"13,830",Shoujo
Aldnoah.Zero Extra Archives,A-1 Pictures,1,Original,"Action,Sci-Fi",,6.61,"13,774",Mecha
Berserk: Majo no Tsuisou,GEMBA,1,Manga,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",,5.80,"13,668",Demons
Cardfight!! Vanguard: Legion Mate-hen,TMS Entertainment,33,Original,"Action,Adventure","Mar 9, 2014, 10:00 (JST)",6.73,"13,663","Demons,Game"
Cardfight!! Vanguard G,TMS Entertainment,48,Card game,Action,"Oct 26, 2014, 10:00 (JST)",6.49,"13,641",Game
Shin Mazinger Shougeki! Z-hen,Bee Media,26,Manga,"Action,Drama","Apr 4, 2009",7.68,"13,630","Mecha,Super Power"
Najica Dengeki Sakusen,Amber Film Works,12,Original,"Action,Comedy,Sci-Fi,Ecchi","Oct 5, 2001, 01:40 (JST)",5.99,"13,496",ADV Films
Chain Chronicle: Haecceitas no Hikari Part 3,Graphinica,1,Game,"Action,Adventure,Fantasy",,7.05,"13,484",Shounen
Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,Arms,1,Other,"Action,Fantasy,Ecchi",,6.11,"13,433",-
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,I.Gzwei,13,Original,"Action,Drama,Sci-Fi","Oct 3, 2015, 02:25 (JST)",7.62,"13,307","Mecha,Military"
Darwin's Game: Log Line,Nexus,1,Manga,"Action,Mystery",,6.46,"13,294",Shounen
Grappler Baki,Knack Productions,1,Manga,"Action,Sports",,6.80,"13,290",Martial Arts
Suite Precure♪,Toei Animation,48,Original,"Action,Fantasy","Feb 6, 2011",7.27,"13,235",Shoujo
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,Wit Studio,1,Original,"Action,Sci-Fi,Suspense",,7.27,"13,235",Music
Saber Marionette J to X,Hal Film Maker,26,-,"Action,Adventure,Comedy,Sci-Fi","Oct 6, 1998, 18:00 (JST)",7.29,"13,203","Harem,Mecha"
Evangelion: Another Impact (VR),Khara,1,Original,"Action,Sci-Fi",,6.40,"13,170",Mecha
Appleseed XIII,Production I.G,13,Original,"Action,Sci-Fi",,6.34,"13,153","Mecha,Military,Police"
Manyuu Hikenchou Specials,Hoods Entertainment,8,Manga,"Action,Ecchi",,6.15,"13,137",Seinen
Nurarihyon no Mago Recaps,Studio Deen,2,Manga,"Action,Supernatural",,6.36,"13,132",Demons
3x3 Eyes: Seima Densetsu,Studio Junio,3,Manga,"Action,Adventure,Fantasy,Horror,Romance",,6.94,"13,105",Demons
Armitage III: Poly-Matrix,AIC,1,Original,"Action,Adventure,Romance,Sci-Fi",,7.07,"13,097","Mecha,Military,Police"
Plastic Little,animate Film,1,Original,"Action,Adventure,Comedy,Romance,Sci-Fi,Ecchi",,6.13,"13,094","Mecha,Military"
Koroshi Ai,Platinum Vision,?,Manga,"Action,Romance","Jan ??, 2022",N/A,"13,064",Josei
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Xebec,1,Original,"Action,Drama,Sci-Fi",,7.38,"13,059","Mecha,Military"
Black Magic M-66,AIC,1,Manga,"Action,Sci-Fi",,6.37,"13,055","Mecha,Military"
Ajin 2nd Season OVA,Polygon Pictures,1,Manga,"Action,Horror,Mystery,Supernatural",,7.05,"13,052",Seinen
Phantom The Animation,Arcs Create,3,Visual novel,"Action,Drama",,6.52,"13,023",Shounen
Code Geass: Soubou no Oz Picture Drama,Sunrise,5,-,"Action,Drama,Supernatural",,6.28,"12,957","Mecha,Military,School"
Betterman,Sunrise,26,Original,"Action,Adventure,Comedy,Drama,Horror,Mystery,Sci-Fi","Apr 2, 1999, 01:15 (JST)",6.59,"12,942","Mecha,Psychological"
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Magic Bus,1,Novel,"Action,Drama,Sci-Fi",,6.27,"12,896","Military,Space"
Hakuouki Hekketsuroku Episode 0,Studio Deen,1,Visual novel,"Action,Drama,Supernatural",,7.11,"12,889","Harem,Historical,Samurai,Vampire"
Baki: Most Evil Death Row Convicts Special Anime,Telecom Animation Film,1,Manga,Action,,6.57,"12,885",Martial Arts
One Piece: Episode of Alabasta - Prologue,Toei Animation,1,Manga,"Action,Adventure,Fantasy",,7.22,"12,876",Shounen
High School Fleet Movie,A-1 Pictures,1,Original,Action,,7.58,"12,834","Military,School"
Hug tto! Precure,Toei Animation,49,Original,"Action,Fantasy","Feb 4, 2018, 08:30 (JST)",7.75,"12,833",Shoujo
Photon,AIC,6,Original,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi,Ecchi",,7.05,"12,811",Mecha
Boruto: Jump Festa 2016 Special,Studio Pierrot,1,Manga,"Action,Adventure,Comedy",,6.20,"12,801","Martial Arts,Super Power"
Lupin III: Part 6,TMS Entertainment,24,Manga,"Action,Adventure,Comedy,Mystery","Oct 17, 2021",7.61,"12,778",Seinen
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,LIDENFILMS,1,Manga,"Action,Adventure,Drama,Fantasy,Supernatural",,6.56,"12,730",Historical
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,Trans Arts,1,Game,"Action,Adventure,Fantasy,Sci-Fi",,6.14,"12,705",-
Gyakuten Sekai no Denchi Shoujo,Lerche,12,Original,"Action,Comedy,Sci-Fi","Oct 11, 2021, 23:00 (JST)",6.29,"12,687",Mecha
Shin Hokuto no Ken,A.C.G.T.,3,Novel,"Action,Sci-Fi",,6.96,"12,682",Martial Arts
Hakuouki OVA,Studio Deen,2,Visual novel,"Action,Drama,Supernatural",,7.43,"12,678","Historical,Samurai"
Kure-nai OVA,Brain's Base,2,Light novel,"Action,Comedy",,6.83,"12,622",-
Yao Shen Ji,Ruo Hong Culture,40,Novel,"Action,Adventure,Fantasy,Romance",,7.36,"12,608","Demons,Martial Arts"
Strike the Blood Final,Connect,?,Light novel,"Action,Fantasy,Supernatural,Ecchi",,N/A,"12,602","Harem,Vampire"
Change!! Getter Robo: Sekai Saigo no Hi,Brain's Base,13,-,"Action,Adventure,Horror,Sci-Fi",,7.70,"12,552","Mecha,Psychological"
Toaru Majutsu no Index 10th Anniversary PV,J.C.Staff,1,Light novel,"Action,Comedy,Sci-Fi",,6.82,"12,550",Super Power
Douluo Dalu: Jingying Sai,Sparkly Key Animation Studio,52,Novel,"Action,Adventure,Fantasy,Supernatural",,8.15,"12,538","Historical,Martial Arts"
Onigamiden,Studio Pierrot,1,Original,"Action,Supernatural",,6.51,"12,525",Demons
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",Wit Studio,1,Manga,"Action,Supernatural",,7.40,"12,519",Historical
Silent Möbius,Radix,26,Manga,"Action,Comedy,Drama,Fantasy,Horror,Romance,Sci-Fi","Jan 29, 1998, 18:00 (JST)",6.79,"12,491",Bandai Entertainment
Clamp Gakuen Tanteidan,Studio Pierrot,26,Manga,"Action,Comedy,Mystery","May 3, 1997",6.88,"12,482",Shoujo
Area 88 (TV),Group TAC,12,Manga,"Action,Drama,Romance","Jan 9, 2004",7.01,"12,474",Military
Inferno Cop 2nd Season,Trigger,?,Original,Action,,N/A,"12,470",Police
Aoki Densetsu Shoot!,Toei Animation,58,Manga,"Action,Comedy,Drama,Romance,Sports","Nov 7, 1993, 09:00 (JST)",7.40,"12,436",School
Digimon Universe: Appli Monsters,Production GoodBook,52,Original,"Action,Adventure,Comedy,Fantasy,Sci-Fi","Oct 1, 2016, 09:30 (JST)",6.57,"12,410",Kids
Cyborg 009 VS Devilman,Actas,3,Manga,"Action,Sci-Fi,Supernatural",,6.29,"12,363","Demons,Super Power"
Aquarian Age: Sign for Evolution,Madhouse,13,Card game,"Action,Adventure,Fantasy,Romance,Sci-Fi,Supernatural","Jan 11, 2002, 01:15 (JST)",6.09,"12,357","Music,Super Power"
Senjuushi,TMS Entertainment,12,Game,Action,"Jul 3, 2018, 23:00 (JST)",4.89,"12,324",Military
Busou Shinki Moon Angel,Kinema Citrus,10,Other,"Action,Sci-Fi",,6.58,"12,296",-
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,Toei Animation,1,Original,"Action,Adventure,Comedy,Fantasy",,6.56,"12,277",Shounen
Ushio to Tora,Pastel,10,Manga,"Action,Comedy,Horror",,7.15,"12,272",ADV Films
Ranma ½: Akumu! Shunmin Kou,Studio Deen,1,Manga,"Action,Comedy,Supernatural",,7.52,"12,217",Martial Arts
Kaze no Youjinbou,Studio Pierrot,25,Original,"Action,Drama,Mystery","Oct 2, 2001",7.18,"12,200",Shounen
Saint Seiya: Saintia Shou,Gonzo,10,Manga,"Action,Adventure",,5.60,"12,091",Seinen
Kaibutsu Oujo (OVA),Tatsunoko Production,3,Manga,"Action,Comedy,Horror,Supernatural",,7.07,"12,087",Shounen
Ryo,Gonzo,1,Original,"Action,Drama",,5.86,"12,086","Historical,Samurai"
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Production I.G,1,Game,Action,,7.18,"12,084","Historical,Martial Arts,Samurai"
Yao Jing Zhong Zhi Shou Ce,BigFireBird Animation,14,Manga,"Action,Comedy,Drama,Fantasy,Slice of Life,Ecchi",,6.58,"12,060",-
Kishin Douji Zenki,Studio Deen,51,Manga,"Action,Comedy,Drama,Fantasy,Horror,Ecchi","Jan 9, 1995, 18:00 (JST)",6.97,"12,054",Shounen
Mahou Shoujo Lyrical Nanoha: Reflection,Seven Arcs Pictures,1,Original,"Action,Drama,Sci-Fi",,7.45,"12,036",-
Ikkitousen: Extravaganza Epoch,Arms,2,-,"Action,Ecchi",,6.58,"12,016","Martial Arts,School,Super Power"
Shikizakura,Sublimation,12,Original,"Action,Drama,Sci-Fi","Oct 10, 2021, 01:55 (JST)",5.39,"11,989",Sentai Filmworks
Saiyuuki Gaiden,Anpro,3,Manga,"Action,Adventure,Drama,Fantasy",,7.83,"11,983",Sentai Filmworks
Aru Zombie Shoujo no Sainan (ONA),Gonzo,1,Novel,"Action,Horror,Supernatural,Suspense",,5.37,"11,934",-
Choujuushin Gravion,Gonzo,13,Original,"Action,Comedy,Sci-Fi","Oct 7, 2002",6.39,"11,921",Mecha
Project ARMS,TMS Entertainment,26,Manga,Action,"Apr 7, 2001",6.97,"11,906","Martial Arts,Super Power"
Macross F: Close Encounter - Deculture Edition,Satelight,1,Original,"Action,Sci-Fi",,7.70,"11,894","Mecha,Military,Music,Space"
Saiyuuki Reload: Burial,Studio Pierrot,3,Manga,"Action,Adventure,Drama,Fantasy",,7.80,"11,878",Shoujo
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Xebec,1,Original,"Action,Drama,Sci-Fi",,7.75,"11,875","Military,Space"
Vanquished Queens,Arms,4,Other,"Action,Adventure,Fantasy,Ecchi",,6.04,"11,837",-
Venus Senki,Triangle Staff,1,Manga,"Action,Adventure,Sci-Fi",,6.77,"11,822",Space
Gintama: Monster Strike-hen,Bandai Namco Pictures,2,Manga,"Action,Comedy",,7.45,"11,809","Parody,Samurai"
Ryuusei no Rockman,Xebec,55,Game,"Action,Sci-Fi","Oct 7, 2006",7.10,"11,762",Game
Fire Emblem,Studio Fantasia,2,Game,"Action,Adventure,Fantasy",,5.62,"11,758",Shounen
RoboMasters the Animated Series,DandeLion Animation Studio,6,Original,Action,"Oct 13, 2017, 22:30 (JST)",6.39,"11,757","Mecha,School"
Star Driver the Movie,Bones,1,Original,"Action,Romance",,6.63,"11,749",Mecha
Dokyuu Hentai HxEros OVA,Project No.9,2,Manga,"Action,Comedy,Supernatural,Ecchi",,6.21,"11,740",School
Kyoushoku Soukou Guyver (1989),-,6,Manga,"Action,Horror,Sci-Fi",,7.12,"11,737",Super Power
Kyattou Ninden Teyandee,Tatsunoko Production,54,Original,"Action,Comedy,Sci-Fi","Feb 1, 1990, 19:00 (JST)",7.03,"11,713","Mecha,Super Power"
Beyblade Burst God,OLM,51,Original,"Action,Adventure,Sci-Fi,Sports","Apr 3, 2017, 17:55 (JST)",6.83,"11,701",Kids
Black Jack 21,Tezuka Productions,17,Manga,"Action,Drama","Apr 10, 2006",7.56,"11,693",-
Soukou Musume Senki,Studio A-CAT,12,Game,"Action,Fantasy","Jan 7, 2021, 00:00 (JST)",5.75,"11,673",Military
Ragnastrike Angels,Satelight,12,Game,Action,"Apr 3, 2016, 00:56 (JST)",4.33,"11,670",-
Berserk Recap,GEMBA,1,Manga,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",,6.02,"11,616","Demons,Military"
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,Studio Pierrot,4,Manga,"Action,Adventure,Comedy,Supernatural",,7.31,"11,602",Shounen
Jormungand: Perfect Order Recap,White Fox,1,Manga,"Action,Adventure",,7.22,"11,597",Seinen
Fatal Fury: The Motion Picture,-,1,Game,"Action,Adventure,Drama,Romance",,6.57,"11,596",Martial Arts
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,Studio Pierrot,2,Manga,"Action,Adventure,Supernatural",,7.26,"11,540",Shounen
Bio Hunter,Madhouse,1,Manga,"Action,Horror",,5.92,"11,521",Demons
Tetsuwan Atom (1980),Tezuka Productions,52,Manga,"Action,Adventure,Sci-Fi","Oct 1, 1980",7.12,"11,424",Mecha
Digimon Ghost Game,Toei Animation,?,Other,"Action,Adventure,Comedy,Fantasy","Oct 3, 2021",7.19,"11,376",-
Dragon Ball Z: Summer Vacation Special,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,6.59,"11,352","Martial Arts,Super Power"
Queen's Blade: Gyokuza wo Tsugu Mono Specials,Arms,6,Other,"Action,Adventure,Fantasy,Ecchi",,6.16,"11,310",Media Blasters
Sakigake!! Otokojuku,Toei Animation,34,Manga,"Action,Comedy","Feb 25, 1988, 19:00 (JST)",7.39,"11,289","Martial Arts,School"
Munto: Toki no Kabe wo Koete,Kyoto Animation,1,Original,"Action,Fantasy",,7.00,"11,255",Super Power
Detective Conan Movie 24: The Scarlet Bullet,TMS Entertainment,1,Manga,"Action,Comedy,Drama,Mystery",,7.72,"11,244",Police
Nurarihyon no Mago: Sennen Makyou Recaps,Studio Deen,2,Manga,"Action,Supernatural",,6.67,"11,207",Demons
Lupin III: Lupin vs. Fukusei-ningen,Tokyo Movie Shinsha,1,Manga,"Action,Adventure,Comedy,Mystery",,6.97,"11,200",Seinen
Btooom!: Bakusatsu Digest,Madhouse,2,Manga,Action,,5.84,"11,197",-
Shijou Saikyou no Deshi Kenichi Specials,Brain's Base,4,Manga,"Action,Comedy",,7.28,"11,161","Martial Arts,School"
Hokuto no Ken: Raoh Gaiden Ten no Haoh,Satelight,13,Manga,"Action,Drama","Oct 3, 2008",7.13,"11,091",Martial Arts
Mahou Sensei Negima!: Introduction Film,Xebec,3,Manga,"Action,Comedy,Romance,Supernatural,Ecchi",,6.63,"11,089",Harem
Kara no Kyoukai: Manner Movies,ufotable,7,-,"Action,Comedy",,6.41,"11,087",Aniplex of America
Five Star Stories,Sunrise,1,Manga,"Action,Drama,Fantasy,Sci-Fi",,6.60,"11,086",Mecha
Trigger-chan,Trigger,1,Original,Action,,6.23,"11,079",-
Inazuma Eleven Go vs. Danball Senki W Movie,OLM,1,-,"Action,Sports",,6.96,"11,055",Mecha
Overman King Gainer,Sunrise,26,Original,"Action,Adventure,Sci-Fi","Sep 7, 2002",6.91,"11,052",Mecha
Futari wa Precure: Splash☆Star,Toei Animation,49,Original,"Action,Comedy,Fantasy","Feb 5, 2006",7.16,"11,032",Shoujo
Black★★Rock Shooter:  Dawn Fall,Bibury Animation CG,?,Other,"Action,Drama","Apr ??, 2022",N/A,"10,987",Super Power
Cike Wu Liuqi Fanwai,-,4,Original,"Action,Comedy,Drama,Mystery,Romance",,7.52,"10,940","Martial Arts,Super Power"
Gundam Build Divers Re:Rise,Asatsu DK,13,Original,"Action,Sci-Fi",,7.04,"10,927",Mecha
Yuugo: Koushounin,Artland,13,Manga,"Action,Drama,Mystery","Feb 24, 2004, 00:00 (JST)",7.10,"10,923","Military,Psychological"
Rurouni Kenshin: Special Techniques,Gallop,1,Manga,"Action,Comedy",,7.23,"10,918",Samurai
Bakumatsu: Crisis,Studio Deen,12,Game,Action,"Apr 5, 2019, 01:58 (JST)",5.69,"10,895","Historical,Samurai"
